stage,stage_label,location,location_label,role,role_label,level,level_label,level_name,percentile,salary,total_cash,equity_pct
seed,$1M-$10M,san_francisco,"San Francisco, CA",engineering,Engineering,ic5,IC 5,Senior 2 (Advanced),p25,145192,160576,0.0448
seed,$1M-$10M,san_francisco,"San Francisco, CA",engineering,Engineering,ic5,IC 5,Senior 2 (Advanced),p50,175000,194230,0.1
seed,$1M-$10M,san_francisco,"San Francisco, CA",engineering,Engineering,ic5,IC 5,Senior 2 (Advanced),p75,208653,231730,0.2244
seed,$1M-$10M,san_francisco,"San Francisco, CA",engineering,Engineering,ic5,IC 5,Senior 2 (Advanced),p90,232692,258653,0.4988
seed,$1M-$10M,san_francisco,"San Francisco, CA",engineering,Engineering,ic6,IC 6,Staff (Expert),p25,194123,214885,0.0472
seed,$1M-$10M,san_francisco,"San Francisco, CA",engineering,Engineering,ic6,IC 6,Staff (Expert),p50,218000,241876,0.1372
seed,$1M-$10M,san_francisco,"San Francisco, CA",engineering,Engineering,ic6,IC 6,Staff (Expert),p75,242914,269904,0.4172
seed,$1M-$10M,san_francisco,"San Francisco, CA",engineering,Engineering,ic6,IC 6,Staff (Expert),p90,287552,318695,0.6248
seed,$1M-$10M,san_francisco,"San Francisco, CA",engineering,Engineering,ic7,IC 7,Senior Staff (Advisor),p25,202538,234827,0.0596
seed,$1M-$10M,san_francisco,"San Francisco, CA",engineering,Engineering,ic7,IC 7,Senior Staff (Advisor),p50,227000,263202,0.2172
seed,$1M-$10M,san_francisco,"San Francisco, CA",engineering,Engineering,ic7,IC 7,Senior Staff (Advisor),p75,266137,308211,0.8372
seed,$1M-$10M,san_francisco,"San Francisco, CA",engineering,Engineering,ic7,IC 7,Senior Staff (Advisor),p90,285706,330715,1.024
seed,$1M-$10M,san_francisco,"San Francisco, CA",engineering,Engineering,ic8,IC 8,Principal (Strategist),p25,219457,254275,0.0712
seed,$1M-$10M,san_francisco,"San Francisco, CA",engineering,Engineering,ic8,IC 8,Principal (Strategist),p50,249000,289093,0.3228
seed,$1M-$10M,san_francisco,"San Francisco, CA",engineering,Engineering,ic8,IC 8,Principal (Strategist),p75,293313,339737,1.9208
seed,$1M-$10M,san_francisco,"San Francisco, CA",engineering,Engineering,ic8,IC 8,Principal (Strategist),p90,349233,404097,2.3692
seed,$1M-$10M,san_francisco,"San Francisco, CA",engineering,Engineering,ic9,IC 9,Distinguished (Thought Leader),p25,224302,273795,0.3488
seed,$1M-$10M,san_francisco,"San Francisco, CA",engineering,Engineering,ic9,IC 9,Distinguished (Thought Leader),p50,258000,314865,0.8608
seed,$1M-$10M,san_francisco,"San Francisco, CA",engineering,Engineering,ic9,IC 9,Distinguished (Thought Leader),p75,304334,371730,1.9836
seed,$1M-$10M,san_francisco,"San Francisco, CA",engineering,Engineering,ic9,IC 9,Distinguished (Thought Leader),p90,363306,443338,2.5624
seed,$1M-$10M,san_francisco,"San Francisco, CA",product,Product,ic1,IC 1,Entry,p25,72965,80546,0.0032
seed,$1M-$10M,san_francisco,"San Francisco, CA",product,Product,ic1,IC 1,Entry,p50,94760,105183,0.0328
seed,$1M-$10M,san_francisco,"San Francisco, CA",product,Product,ic1,IC 1,Entry,p75,109921,121292,0.1536
seed,$1M-$10M,san_francisco,"San Francisco, CA",product,Product,ic1,IC 1,Entry,p90,127926,141192,0.1924
seed,$1M-$10M,san_francisco,"San Francisco, CA",product,Product,ic2,IC 2,Mid 1 (Developing),p25,106923,118695,0.0196
seed,$1M-$10M,san_francisco,"San Francisco, CA",product,Product,ic2,IC 2,Mid 1 (Developing),p50,123600,136352,0.068
seed,$1M-$10M,san_francisco,"San Francisco, CA",product,Product,ic2,IC 2,Mid 1 (Developing),p75,146161,161857,0.1728
seed,$1M-$10M,san_francisco,"San Francisco, CA",product,Product,ic2,IC 2,Mid 1 (Developing),p90,154990,171666,0.274
seed,$1M-$10M,san_francisco,"San Francisco, CA",product,Product,ic3,IC 3,Mid 2 (Proficient),p25,111962,123700,0.0356
seed,$1M-$10M,san_francisco,"San Francisco, CA",product,Product,ic3,IC 3,Mid 2 (Proficient),p50,139050,153496,0.0828
seed,$1M-$10M,san_francisco,"San Francisco, CA",product,Product,ic3,IC 3,Mid 2 (Proficient),p75,154399,170652,0.1864
seed,$1M-$10M,san_francisco,"San Francisco, CA",product,Product,ic3,IC 3,Mid 2 (Proficient),p90,186001,205866,0.3668
seed,$1M-$10M,san_francisco,"San Francisco, CA",product,Product,ic4,IC 4,Senior 1 (Skilled),p25,120491,133270,0.0388
seed,$1M-$10M,san_francisco,"San Francisco, CA",product,Product,ic4,IC 4,Senior 1 (Skilled),p50,152440,168870,0.0856
seed,$1M-$10M,san_francisco,"San Francisco, CA",product,Product,ic4,IC 4,Senior 1 (Skilled),p75,178911,198080,0.206
seed,$1M-$10M,san_francisco,"San Francisco, CA",product,Product,ic4,IC 4,Senior 1 (Skilled),p90,209947,231854,0.4228
seed,$1M-$10M,san_francisco,"San Francisco, CA",product,Product,ic5,IC 5,Senior 2 (Advanced),p25,149548,165394,0.0448
seed,$1M-$10M,san_francisco,"San Francisco, CA",product,Product,ic5,IC 5,Senior 2 (Advanced),p50,180250,200057,0.1
seed,$1M-$10M,san_francisco,"San Francisco, CA",product,Product,ic5,IC 5,Senior 2 (Advanced),p75,214913,238682,0.2244
seed,$1M-$10M,san_francisco,"San Francisco, CA",product,Product,ic5,IC 5,Senior 2 (Advanced),p90,239673,266413,0.4988
seed,$1M-$10M,san_francisco,"San Francisco, CA",product,Product,ic6,IC 6,Staff (Expert),p25,199947,221332,0.0472
seed,$1M-$10M,san_francisco,"San Francisco, CA",product,Product,ic6,IC 6,Staff (Expert),p50,224540,249132,0.1372
seed,$1M-$10M,san_francisco,"San Francisco, CA",product,Product,ic6,IC 6,Staff (Expert),p75,250201,278001,0.4172
seed,$1M-$10M,san_francisco,"San Francisco, CA",product,Product,ic6,IC 6,Staff (Expert),p90,296178,328256,0.6248
seed,$1M-$10M,san_francisco,"San Francisco, CA",product,Product,ic7,IC 7,Senior Staff (Advisor),p25,208614,241872,0.0596
seed,$1M-$10M,san_francisco,"San Francisco, CA",product,Product,ic7,IC 7,Senior Staff (Advisor),p50,233810,271098,0.2172
seed,$1M-$10M,san_francisco,"San Francisco, CA",product,Product,ic7,IC 7,Senior Staff (Advisor),p75,274122,317457,0.8372
seed,$1M-$10M,san_francisco,"San Francisco, CA",product,Product,ic7,IC 7,Senior Staff (Advisor),p90,294278,340636,1.024
seed,$1M-$10M,san_francisco,"San Francisco, CA",product,Product,ic8,IC 8,Principal (Strategist),p25,226041,261903,0.0712
seed,$1M-$10M,san_francisco,"San Francisco, CA",product,Product,ic8,IC 8,Principal (Strategist),p50,256470,297766,0.3228
seed,$1M-$10M,san_francisco,"San Francisco, CA",product,Product,ic8,IC 8,Principal (Strategist),p75,302112,349929,1.9208
seed,$1M-$10M,san_francisco,"San Francisco, CA",product,Product,ic8,IC 8,Principal (Strategist),p90,359710,416220,2.3692
seed,$1M-$10M,san_francisco,"San Francisco, CA",product,Product,ic9,IC 9,Distinguished (Thought Leader),p25,231031,282009,0.3488
seed,$1M-$10M,san_francisco,"San Francisco, CA",product,Product,ic9,IC 9,Distinguished (Thought Leader),p50,265740,324311,0.8608
seed,$1M-$10M,san_francisco,"San Francisco, CA",product,Product,ic9,IC 9,Distinguished (Thought Leader),p75,313464,382882,1.9836
seed,$1M-$10M,san_francisco,"San Francisco, CA",product,Product,ic9,IC 9,Distinguished (Thought Leader),p90,374205,456638,2.5624
seed,$1M-$10M,san_francisco,"San Francisco, CA",design,Design,ic1,IC 1,Entry,p25,50296,55522,0.0032
seed,$1M-$10M,san_francisco,"San Francisco, CA",design,Design,ic1,IC 1,Entry,p50,65320,72505,0.0328
seed,$1M-$10M,san_francisco,"San Francisco, CA",design,Design,ic1,IC 1,Entry,p75,75771,83609,0.1536
seed,$1M-$10M,san_francisco,"San Francisco, CA",design,Design,ic1,IC 1,Entry,p90,88182,97326,0.1924
seed,$1M-$10M,san_francisco,"San Francisco, CA",design,Design,ic2,IC 2,Mid 1 (Developing),p25,73704,81819,0.0196
seed,$1M-$10M,san_francisco,"San Francisco, CA",design,Design,ic2,IC 2,Mid 1 (Developing),p50,85199,93990,0.068
seed,$1M-$10M,san_francisco,"San Francisco, CA",design,Design,ic2,IC 2,Mid 1 (Developing),p75,100752,111571,0.1728
seed,$1M-$10M,san_francisco,"San Francisco, CA",design,Design,ic2,IC 2,Mid 1 (Developing),p90,106838,118333,0.274
seed,$1M-$10M,san_francisco,"San Francisco, CA",design,Design,ic3,IC 3,Mid 2 (Proficient),p25,77177,85269,0.0356
seed,$1M-$10M,san_francisco,"San Francisco, CA",design,Design,ic3,IC 3,Mid 2 (Proficient),p50,95850,105808,0.0828
seed,$1M-$10M,san_francisco,"San Francisco, CA",design,Design,ic3,IC 3,Mid 2 (Proficient),p75,106430,117634,0.1864
seed,$1M-$10M,san_francisco,"San Francisco, CA",design,Design,ic3,IC 3,Mid 2 (Proficient),p90,128214,141907,0.3668
seed,$1M-$10M,san_francisco,"San Francisco, CA",design,Design,ic4,IC 4,Senior 1 (Skilled),p25,83057,91866,0.0388
seed,$1M-$10M,san_francisco,"San Francisco, CA",design,Design,ic4,IC 4,Senior 1 (Skilled),p50,105079,116405,0.0856
seed,$1M-$10M,san_francisco,"San Francisco, CA",design,Design,ic4,IC 4,Senior 1 (Skilled),p75,123327,136541,0.206
seed,$1M-$10M,san_francisco,"San Francisco, CA",design,Design,ic4,IC 4,Senior 1 (Skilled),p90,144720,159822,0.4228
seed,$1M-$10M,san_francisco,"San Francisco, CA",design,Design,ic5,IC 5,Senior 2 (Advanced),p25,103086,114009,0.0448
seed,$1M-$10M,san_francisco,"San Francisco, CA",design,Design,ic5,IC 5,Senior 2 (Advanced),p50,124250,137903,0.1
seed,$1M-$10M,san_francisco,"San Francisco, CA",design,Design,ic5,IC 5,Senior 2 (Advanced),p75,148144,164528,0.2244
seed,$1M-$10M,san_francisco,"San Francisco, CA",design,Design,ic5,IC 5,Senior 2 (Advanced),p90,165211,183644,0.4988
seed,$1M-$10M,san_francisco,"San Francisco, CA",design,Design,ic6,IC 6,Staff (Expert),p25,137827,152568,0.0472
seed,$1M-$10M,san_francisco,"San Francisco, CA",design,Design,ic6,IC 6,Staff (Expert),p50,154780,171732,0.1372
seed,$1M-$10M,san_francisco,"San Francisco, CA",design,Design,ic6,IC 6,Staff (Expert),p75,172469,191632,0.4172
seed,$1M-$10M,san_francisco,"San Francisco, CA",design,Design,ic6,IC 6,Staff (Expert),p90,204162,226273,0.6248
seed,$1M-$10M,san_francisco,"San Francisco, CA",design,Design,ic7,IC 7,Senior Staff (Advisor),p25,143802,166727,0.0596
seed,$1M-$10M,san_francisco,"San Francisco, CA",design,Design,ic7,IC 7,Senior Staff (Advisor),p50,161169,186873,0.2172
seed,$1M-$10M,san_francisco,"San Francisco, CA",design,Design,ic7,IC 7,Senior Staff (Advisor),p75,188957,218829,0.8372
seed,$1M-$10M,san_francisco,"San Francisco, CA",design,Design,ic7,IC 7,Senior Staff (Advisor),p90,202851,234808,1.024
seed,$1M-$10M,san_francisco,"San Francisco, CA",design,Design,ic8,IC 8,Principal (Strategist),p25,155814,180535,0.0712
seed,$1M-$10M,san_francisco,"San Francisco, CA",design,Design,ic8,IC 8,Principal (Strategist),p50,176790,205256,0.3228
seed,$1M-$10M,san_francisco,"San Francisco, CA",design,Design,ic8,IC 8,Principal (Strategist),p75,208252,241213,1.9208
seed,$1M-$10M,san_francisco,"San Francisco, CA",design,Design,ic8,IC 8,Principal (Strategist),p90,247955,286909,2.3692
seed,$1M-$10M,san_francisco,"San Francisco, CA",design,Design,ic9,IC 9,Distinguished (Thought Leader),p25,159254,194395,0.3488
seed,$1M-$10M,san_francisco,"San Francisco, CA",design,Design,ic9,IC 9,Distinguished (Thought Leader),p50,183179,223554,0.8608
seed,$1M-$10M,san_francisco,"San Francisco, CA",design,Design,ic9,IC 9,Distinguished (Thought Leader),p75,216077,263928,1.9836
seed,$1M-$10M,san_francisco,"San Francisco, CA",design,Design,ic9,IC 9,Distinguished (Thought Leader),p90,257947,314770,2.5624
seed,$1M-$10M,san_francisco,"San Francisco, CA",sales,Sales,ic1,IC 1,Entry,p25,50296,55522,0.0032
seed,$1M-$10M,san_francisco,"San Francisco, CA",sales,Sales,ic1,IC 1,Entry,p50,65320,72505,0.0328
seed,$1M-$10M,san_francisco,"San Francisco, CA",sales,Sales,ic1,IC 1,Entry,p75,75771,83609,0.1536
seed,$1M-$10M,san_francisco,"San Francisco, CA",sales,Sales,ic1,IC 1,Entry,p90,88182,97326,0.1924
seed,$1M-$10M,san_francisco,"San Francisco, CA",sales,Sales,ic2,IC 2,Mid 1 (Developing),p25,73704,81819,0.0196
seed,$1M-$10M,san_francisco,"San Francisco, CA",sales,Sales,ic2,IC 2,Mid 1 (Developing),p50,85199,93990,0.068
seed,$1M-$10M,san_francisco,"San Francisco, CA",sales,Sales,ic2,IC 2,Mid 1 (Developing),p75,100752,111571,0.1728
seed,$1M-$10M,san_francisco,"San Francisco, CA",sales,Sales,ic2,IC 2,Mid 1 (Developing),p90,106838,118333,0.274
seed,$1M-$10M,san_francisco,"San Francisco, CA",sales,Sales,ic3,IC 3,Mid 2 (Proficient),p25,77177,85269,0.0356
seed,$1M-$10M,san_francisco,"San Francisco, CA",sales,Sales,ic3,IC 3,Mid 2 (Proficient),p50,95850,105808,0.0828
seed,$1M-$10M,san_francisco,"San Francisco, CA",sales,Sales,ic3,IC 3,Mid 2 (Proficient),p75,106430,117634,0.1864
seed,$1M-$10M,san_francisco,"San Francisco, CA",sales,Sales,ic3,IC 3,Mid 2 (Proficient),p90,128214,141907,0.3668
seed,$1M-$10M,san_francisco,"San Francisco, CA",sales,Sales,ic4,IC 4,Senior 1 (Skilled),p25,83057,91866,0.0388
seed,$1M-$10M,san_francisco,"San Francisco, CA",sales,Sales,ic4,IC 4,Senior 1 (Skilled),p50,105079,116405,0.0856
seed,$1M-$10M,san_francisco,"San Francisco, CA",sales,Sales,ic4,IC 4,Senior 1 (Skilled),p75,123327,136541,0.206
seed,$1M-$10M,san_francisco,"San Francisco, CA",sales,Sales,ic4,IC 4,Senior 1 (Skilled),p90,144720,159822,0.4228
seed,$1M-$10M,san_francisco,"San Francisco, CA",sales,Sales,ic5,IC 5,Senior 2 (Advanced),p25,103086,114009,0.0448
seed,$1M-$10M,san_francisco,"San Francisco, CA",sales,Sales,ic5,IC 5,Senior 2 (Advanced),p50,124250,137903,0.1
seed,$1M-$10M,san_francisco,"San Francisco, CA",sales,Sales,ic5,IC 5,Senior 2 (Advanced),p75,148144,164528,0.2244
seed,$1M-$10M,san_francisco,"San Francisco, CA",sales,Sales,ic5,IC 5,Senior 2 (Advanced),p90,165211,183644,0.4988
seed,$1M-$10M,san_francisco,"San Francisco, CA",sales,Sales,ic6,IC 6,Staff (Expert),p25,137827,152568,0.0472
seed,$1M-$10M,san_francisco,"San Francisco, CA",sales,Sales,ic6,IC 6,Staff (Expert),p50,154780,171732,0.1372
seed,$1M-$10M,san_francisco,"San Francisco, CA",sales,Sales,ic6,IC 6,Staff (Expert),p75,172469,191632,0.4172
seed,$1M-$10M,san_francisco,"San Francisco, CA",sales,Sales,ic6,IC 6,Staff (Expert),p90,204162,226273,0.6248
seed,$1M-$10M,san_francisco,"San Francisco, CA",sales,Sales,ic7,IC 7,Senior Staff (Advisor),p25,143802,166727,0.0596
seed,$1M-$10M,san_francisco,"San Francisco, CA",sales,Sales,ic7,IC 7,Senior Staff (Advisor),p50,161169,186873,0.2172
seed,$1M-$10M,san_francisco,"San Francisco, CA",sales,Sales,ic7,IC 7,Senior Staff (Advisor),p75,188957,218829,0.8372
seed,$1M-$10M,san_francisco,"San Francisco, CA",sales,Sales,ic7,IC 7,Senior Staff (Advisor),p90,202851,234808,1.024
seed,$1M-$10M,san_francisco,"San Francisco, CA",sales,Sales,ic8,IC 8,Principal (Strategist),p25,155814,180535,0.0712
seed,$1M-$10M,san_francisco,"San Francisco, CA",sales,Sales,ic8,IC 8,Principal (Strategist),p50,176790,205256,0.3228
seed,$1M-$10M,san_francisco,"San Francisco, CA",sales,Sales,ic8,IC 8,Principal (Strategist),p75,208252,241213,1.9208
seed,$1M-$10M,san_francisco,"San Francisco, CA",sales,Sales,ic8,IC 8,Principal (Strategist),p90,247955,286909,2.3692
seed,$1M-$10M,san_francisco,"San Francisco, CA",sales,Sales,ic9,IC 9,Distinguished (Thought Leader),p25,159254,194395,0.3488
seed,$1M-$10M,san_francisco,"San Francisco, CA",sales,Sales,ic9,IC 9,Distinguished (Thought Leader),p50,183179,223554,0.8608
seed,$1M-$10M,san_francisco,"San Francisco, CA",sales,Sales,ic9,IC 9,Distinguished (Thought Leader),p75,216077,263928,1.9836
seed,$1M-$10M,san_francisco,"San Francisco, CA",sales,Sales,ic9,IC 9,Distinguished (Thought Leader),p90,257947,314770,2.5624
seed,$1M-$10M,san_francisco,"San Francisco, CA",marketing,Marketing,ic1,IC 1,Entry,p25,48171,53176,0.0032
seed,$1M-$10M,san_francisco,"San Francisco, CA",marketing,Marketing,ic1,IC 1,Entry,p50,62560,69441,0.0328
seed,$1M-$10M,san_francisco,"San Francisco, CA",marketing,Marketing,ic1,IC 1,Entry,p75,72569,80076,0.1536
seed,$1M-$10M,san_francisco,"San Francisco, CA",marketing,Marketing,ic1,IC 1,Entry,p90,84456,93214,0.1924
seed,$1M-$10M,san_francisco,"San Francisco, CA",marketing,Marketing,ic2,IC 2,Mid 1 (Developing),p25,70590,78361,0.0196
seed,$1M-$10M,san_francisco,"San Francisco, CA",marketing,Marketing,ic2,IC 2,Mid 1 (Developing),p50,81600,90019,0.068
seed,$1M-$10M,san_francisco,"San Francisco, CA",marketing,Marketing,ic2,IC 2,Mid 1 (Developing),p75,96495,106857,0.1728
seed,$1M-$10M,san_francisco,"San Francisco, CA",marketing,Marketing,ic2,IC 2,Mid 1 (Developing),p90,102323,113333,0.274
seed,$1M-$10M,san_francisco,"San Francisco, CA",marketing,Marketing,ic3,IC 3,Mid 2 (Proficient),p25,73916,81666,0.0356
seed,$1M-$10M,san_francisco,"San Francisco, CA",marketing,Marketing,ic3,IC 3,Mid 2 (Proficient),p50,91800,101337,0.0828
seed,$1M-$10M,san_francisco,"San Francisco, CA",marketing,Marketing,ic3,IC 3,Mid 2 (Proficient),p75,101933,112663,0.1864
seed,$1M-$10M,san_francisco,"San Francisco, CA",marketing,Marketing,ic3,IC 3,Mid 2 (Proficient),p90,122797,135911,0.3668
seed,$1M-$10M,san_francisco,"San Francisco, CA",marketing,Marketing,ic4,IC 4,Senior 1 (Skilled),p25,79547,87984,0.0388
seed,$1M-$10M,san_francisco,"San Francisco, CA",marketing,Marketing,ic4,IC 4,Senior 1 (Skilled),p50,100640,111487,0.0856
seed,$1M-$10M,san_francisco,"San Francisco, CA",marketing,Marketing,ic4,IC 4,Senior 1 (Skilled),p75,118116,130771,0.206
seed,$1M-$10M,san_francisco,"San Francisco, CA",marketing,Marketing,ic4,IC 4,Senior 1 (Skilled),p90,138605,153069,0.4228
seed,$1M-$10M,san_francisco,"San Francisco, CA",marketing,Marketing,ic5,IC 5,Senior 2 (Advanced),p25,98730,109192,0.0448
seed,$1M-$10M,san_francisco,"San Francisco, CA",marketing,Marketing,ic5,IC 5,Senior 2 (Advanced),p50,119000,132076,0.1
seed,$1M-$10M,san_francisco,"San Francisco, CA",marketing,Marketing,ic5,IC 5,Senior 2 (Advanced),p75,141884,157576,0.2244
seed,$1M-$10M,san_francisco,"San Francisco, CA",marketing,Marketing,ic5,IC 5,Senior 2 (Advanced),p90,158230,175884,0.4988
seed,$1M-$10M,san_francisco,"San Francisco, CA",marketing,Marketing,ic6,IC 6,Staff (Expert),p25,132004,146122,0.0472
seed,$1M-$10M,san_francisco,"San Francisco, CA",marketing,Marketing,ic6,IC 6,Staff (Expert),p50,148240,164475,0.1372
seed,$1M-$10M,san_francisco,"San Francisco, CA",marketing,Marketing,ic6,IC 6,Staff (Expert),p75,165181,183535,0.4172
seed,$1M-$10M,san_francisco,"San Francisco, CA",marketing,Marketing,ic6,IC 6,Staff (Expert),p90,195535,216712,0.6248
seed,$1M-$10M,san_francisco,"San Francisco, CA",marketing,Marketing,ic7,IC 7,Senior Staff (Advisor),p25,137726,159682,0.0596
seed,$1M-$10M,san_francisco,"San Francisco, CA",marketing,Marketing,ic7,IC 7,Senior Staff (Advisor),p50,154360,178977,0.2172
seed,$1M-$10M,san_francisco,"San Francisco, CA",marketing,Marketing,ic7,IC 7,Senior Staff (Advisor),p75,180973,209583,0.8372
seed,$1M-$10M,san_francisco,"San Francisco, CA",marketing,Marketing,ic7,IC 7,Senior Staff (Advisor),p90,194280,224886,1.024
seed,$1M-$10M,san_francisco,"San Francisco, CA",marketing,Marketing,ic8,IC 8,Principal (Strategist),p25,149231,172907,0.0712
seed,$1M-$10M,san_francisco,"San Francisco, CA",marketing,Marketing,ic8,IC 8,Principal (Strategist),p50,169320,196583,0.3228
seed,$1M-$10M,san_francisco,"San Francisco, CA",marketing,Marketing,ic8,IC 8,Principal (Strategist),p75,199453,231021,1.9208
seed,$1M-$10M,san_francisco,"San Francisco, CA",marketing,Marketing,ic8,IC 8,Principal (Strategist),p90,237478,274786,2.3692
seed,$1M-$10M,san_francisco,"San Francisco, CA",marketing,Marketing,ic9,IC 9,Distinguished (Thought Leader),p25,152525,186181,0.3488
seed,$1M-$10M,san_francisco,"San Francisco, CA",marketing,Marketing,ic9,IC 9,Distinguished (Thought Leader),p50,175440,214108,0.8608
seed,$1M-$10M,san_francisco,"San Francisco, CA",marketing,Marketing,ic9,IC 9,Distinguished (Thought Leader),p75,206947,252776,1.9836
seed,$1M-$10M,san_francisco,"San Francisco, CA",marketing,Marketing,ic9,IC 9,Distinguished (Thought Leader),p90,247048,301470,2.5624
seed,$1M-$10M,new_york,"New York, NY",engineering,Engineering,ic1,IC 1,Entry,p25,70840,78200,0.0032
seed,$1M-$10M,new_york,"New York, NY",engineering,Engineering,ic1,IC 1,Entry,p50,92000,102120,0.0328
seed,$1M-$10M,new_york,"New York, NY",engineering,Engineering,ic1,IC 1,Entry,p75,106720,117760,0.1536
seed,$1M-$10M,new_york,"New York, NY",engineering,Engineering,ic1,IC 1,Entry,p90,124200,137080,0.1924
seed,$1M-$10M,new_york,"New York, NY",engineering,Engineering,ic2,IC 2,Mid 1 (Developing),p25,103809,115238,0.0196
seed,$1M-$10M,new_york,"New York, NY",engineering,Engineering,ic2,IC 2,Mid 1 (Developing),p50,120000,132380,0.068
seed,$1M-$10M,new_york,"New York, NY",engineering,Engineering,ic2,IC 2,Mid 1 (Developing),p75,141904,157142,0.1728
seed,$1M-$10M,new_york,"New York, NY",engineering,Engineering,ic2,IC 2,Mid 1 (Developing),p90,150476,166666,0.274
seed,$1M-$10M,new_york,"New York, NY",engineering,Engineering,ic3,IC 3,Mid 2 (Proficient),p25,108701,120097,0.0356
seed,$1M-$10M,new_york,"New York, NY",engineering,Engineering,ic3,IC 3,Mid 2 (Proficient),p50,135000,149025,0.0828
seed,$1M-$10M,new_york,"New York, NY",engineering,Engineering,ic3,IC 3,Mid 2 (Proficient),p75,149902,165681,0.1864
seed,$1M-$10M,new_york,"New York, NY",engineering,Engineering,ic3,IC 3,Mid 2 (Proficient),p90,180584,199870,0.3668
seed,$1M-$10M,new_york,"New York, NY",engineering,Engineering,ic4,IC 4,Senior 1 (Skilled),p25,116982,129389,0.0388
seed,$1M-$10M,new_york,"New York, NY",engineering,Engineering,ic4,IC 4,Senior 1 (Skilled),p50,148000,163952,0.0856
seed,$1M-$10M,new_york,"New York, NY",engineering,Engineering,ic4,IC 4,Senior 1 (Skilled),p75,173700,192311,0.206
seed,$1M-$10M,new_york,"New York, NY",engineering,Engineering,ic4,IC 4,Senior 1 (Skilled),p90,203832,225101,0.4228
seed,$1M-$10M,new_york,"New York, NY",engineering,Engineering,ic5,IC 5,Senior 2 (Advanced),p25,145192,160576,0.0448
seed,$1M-$10M,new_york,"New York, NY",engineering,Engineering,ic5,IC 5,Senior 2 (Advanced),p50,175000,194230,0.1
seed,$1M-$10M,new_york,"New York, NY",engineering,Engineering,ic5,IC 5,Senior 2 (Advanced),p75,208653,231730,0.2244
seed,$1M-$10M,new_york,"New York, NY",engineering,Engineering,ic5,IC 5,Senior 2 (Advanced),p90,232692,258653,0.4988
seed,$1M-$10M,new_york,"New York, NY",engineering,Engineering,ic6,IC 6,Staff (Expert),p25,194123,214885,0.0472
seed,$1M-$10M,new_york,"New York, NY",engineering,Engineering,ic6,IC 6,Staff (Expert),p50,218000,241876,0.1372
seed,$1M-$10M,new_york,"New York, NY",engineering,Engineering,ic6,IC 6,Staff (Expert),p75,242914,269904,0.4172
seed,$1M-$10M,new_york,"New York, NY",engineering,Engineering,ic6,IC 6,Staff (Expert),p90,287552,318695,0.6248
seed,$1M-$10M,new_york,"New York, NY",engineering,Engineering,ic7,IC 7,Senior Staff (Advisor),p25,202538,234827,0.0596
seed,$1M-$10M,new_york,"New York, NY",engineering,Engineering,ic7,IC 7,Senior Staff (Advisor),p50,227000,263202,0.2172
seed,$1M-$10M,new_york,"New York, NY",engineering,Engineering,ic7,IC 7,Senior Staff (Advisor),p75,266137,308211,0.8372
seed,$1M-$10M,new_york,"New York, NY",engineering,Engineering,ic7,IC 7,Senior Staff (Advisor),p90,285706,330715,1.024
